id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
2350,保湿效果,10,14,特别好,14,17,功效,正面
2350,补水,8,10,特别好,14,17,功效,正面
2351,,,,非常好,11,14,整体,正面
2352,,,,不错,4,6,整体,正面
2352,价格,7,9,实惠,9,11,价格,正面
2353,,,,不错,0,2,整体,正面
2353,,,,挺喜欢,4,7,整体,正面
2354,清洁能力,0,4,蛮好的,19,22,功效,正面
2355,物流,2,4,没话说,6,9,物流,正面
2355,,,,太好了,10,13,整体,正面
2356,,,,不错,0,2,整体,正面
2357,包装,1,3,完美,3,5,包装,正面
2357,,,,分量足,11,14,其他,正面
2357,卸妆水,15,18,很少,20,22,其他,负面
2358,上妆效果,0,4,比较厚重,10,14,功效,中性
2358,持久情况,15,19,很好,20,22,功效,正面
2359,,,,物美价廉,6,10,价格,正面
2359,,,,喜欢,3,5,整体,正面
2359,,,,好用,0,2,整体,正面
2360,,,,还不错,10,13,整体,正面
2361,粉质,0,2,不是很好,2,6,使用体验,负面
2362,,,,物美价廉,0,4,价格,正面
2362,快递,5,7,给力,7,9,物流,正面
2362,味道,10,12,淡淡的清香,12,17,气味,正面
2362,,,,挺好用的,18,22,整体,正面
2362,,,,细腻,25,27,使用体验,正面
2362,,,,不紧绷,28,31,使用体验,正面
2363,香味,7,9,,,,气味,正面
2363,,,,是正品,17,20,真伪,正面
2364,,,,挺好用的,1,5,整体,正面
2364,,,,非常好用,10,14,整体,正面
2365,补水效果,17,21,还可以,21,24,功效,正面
2366,发货速度,0,4,快,4,5,物流,正面
2366,,,,满意,11,13,整体,正面
2366,,,,是正品,7,10,真伪,正面
2367,,,,不错,3,5,整体,正面
2367,,,,很细腻,6,9,使用体验,正面
2367,,,,很棒,16,18,整体,正面
2367,价格,19,21,便宜,21,23,价格,正面
2367,,,,物美价廉,24,28,价格,正面
2367,,,,好用,29,31,整体,正面
2367,,,,好评,32,34,整体,正面
2368,价格,0,2,便宜,2,4,价格,正面
2368,活动,4,6,给力,6,8,价格,正面
2368,,,,不错,17,19,整体,正面
2369,,,,好用,3,5,整体,正面
2369,,,,不刺激,6,9,使用体验,正面
2369,,,,非常满意,10,14,整体,正面
2370,水,7,8,比较多,8,11,成分,正面
2370,,,,光光的,16,19,使用体验,正面
2371,活动,0,2,很合适,4,7,价格,正面
2371,店家服务,14,18,很好,19,21,服务,正面
2371,,,,很不错,10,13,整体,正面
2372,包装盒,0,3,很好看,3,6,包装,正面
2372,粉质,15,17,细腻,19,21,使用体验,正面
2372,,,,略带香味,22,26,气味,正面
2372,,,,很舒服,29,32,使用体验,正面
2373,,,,爽,12,13,整体,正面
2374,,,,不油腻,11,14,使用体验,正面
2374,美白效果,17,21,,,,功效,中性
2375,物流,10,12,没得说,12,15,物流,正面
2376,,,,挺好的,0,3,整体,正面
2376,,,,厚重,20,22,使用体验,中性
2376,,,,不错,6,8,整体,正面
2376,,,,还不错,27,30,整体,正面
2377,外观,0,2,粗糙,7,9,包装,负面
2377,,,,很薄,19,21,其他,负面
2378,赠品,13,15,到位,15,17,价格,正面
2378,物流,24,26,很给力,26,29,物流,正面
2379,,,,挺好的,2,5,整体,正面
2380,,,,无紧绷感,5,9,使用体验,正面
2380,,,,比较保湿,10,14,功效,正面
2381,,,,细腻,9,11,使用体验,正面
2381,,,,亮白,11,13,功效,正面
2382,香味,12,14,淡淡的,9,12,气味,正面
2382,,,,不油腻,15,18,使用体验,正面
2382,,,,很好用,27,30,整体,正面
2383,,,,很喜欢,2,5,整体,正面
2383,价格,6,8,很合适,9,12,价格,正面
2384,,,,很喜欢,8,11,整体,正面
2384,,,,挺滋润的,12,16,使用体验,正面
2385,防晒效果,0,4,,,,功效,中性
2385,,,,挺保湿,11,14,功效,正面
2386,,,,没有介绍的那么遮盖红血丝,0,12,功效,负面
2386,,,,稍微有点提亮,15,21,功效,负面
2387,,,,很好,11,13,整体,正面
2388,,,,还不错,3,6,整体,正面
2388,,,,很喜欢,7,10,整体,正面
2389,味道,7,9,香香的,9,12,气味,正面
2389,,,,提亮肤色,13,17,功效,正面
2389,,,,很好,20,22,整体,正面
2390,快递,10,12,很快,12,14,物流,正面
2391,,,,还行吧,0,3,整体,正面
2391,,,,较温和,10,13,使用体验,正面
2391,,,,还是干,18,21,使用体验,负面
2392,,,,挺舒服,7,10,整体,正面
2393,,,,不错,9,11,整体,正面
2394,,,,很好用,3,6,整体,正面
2395,,,,一点也不好用,0,6,其他,负面
2395,,,,起痘,12,14,使用体验,负面
2396,,,,好清爽,3,6,使用体验,正面
2396,,,,不刺激,6,9,使用体验,正面
2396,卸妆,10,12,很干净,12,15,功效,正面
2396,,,,经济,26,28,价格,正面
2396,,,,实惠,28,30,价格,正面
2397,,,,喜欢,28,30,整体,正面
2398,,,,好用,13,15,整体,正面
2399,活动,0,2,很合适,4,7,价格,正面
2399,,,,很不错,10,13,整体,正面
2399,店家服务,14,18,很好,19,21,服务,正面
2400,,,,非常好,5,8,整体,正面
2400,,,,物超所值,9,13,整体,正面
2401,,,,差不多,2,5,整体,正面
2402,物流,0,2,很快,2,4,物流,正面
2402,价格,17,19,很实惠,20,23,价格,正面
2402,,,,特别的好,12,16,整体,正面
2403,,,,还不错,3,6,整体,正面
2404,,,,便宜,17,19,价格,正面
2405,,,,非常满意,0,4,整体,正面
2405,,,,特别舒服,21,25,使用体验,正面
2406,,,,挺好的,0,3,整体,正面
2407,补水效果,15,19,很不错,19,22,功效,正面
2407,,,,很好用,4,7,整体,正面
2408,,,,很好用,0,3,整体,正面
2409,,,,非常好,0,3,整体,正面
2409,,,,不油腻,14,17,使用体验,正面
2410,,,,不是很好用,5,10,整体,负面
2411,,,,好好用,0,3,整体,正面
2411,肤色提亮,5,9,很多,10,12,功效,正面
2411,,,,透气,13,15,使用体验,正面
2412,遮瑕效果,5,9,一般,9,11,功效,中性
2412,,,,挺润的,14,17,使用体验,正面
2412,,,,没有浮粉,18,22,使用体验,正面
2413,,,,不错,2,4,整体,正面
2413,,,,比较满意,5,9,整体,正面
2414,,,,不错,0,2,整体,正面
2415,效果,2,4,挺不错,4,7,功效,正面
2415,,,,很划算,13,16,价格,正面
2416,,,,很好,0,2,整体,正面
2417,,,,挺不错,22,25,整体,正面
2418,,,,很好,0,2,整体,正面
2419,价钱,7,9,不贵,10,12,价格,正面
2419,,,,挺不错,2,5,整体,正面
2419,,,,挺水润,17,20,使用体验,正面
2420,,,,挺不错的,2,6,整体,正面
2421,,,,很高大上,3,7,整体,正面
2421,,,,非常喜欢,17,21,整体,正面
2422,,,,便宜,9,11,价格,正面
2423,,,,漏了,3,5,包装,负面
2424,,,,不错,12,14,整体,正面
2425,,,,很满意,4,7,整体,正面
2425,,,,很好,0,2,整体,正面
2426,,,,不错,2,4,整体,正面
2426,,,,很好,4,6,整体,正面
2426,,,,不贵,21,23,价格,正面
2426,,,,很满意,18,21,整体,正面
2427,,,,不错,2,4,整体,正面
2427,补水效果,8,12,非常好,12,15,功效,正面
2428,快递小哥,0,4,很热情,4,7,物流,正面
2428,送货速度,8,12,很快,12,14,物流,正面
2428,,,,挺好的,15,18,整体,正面
2429,美白效果,17,21,特别好,26,29,功效,正面
2430,,,,好用,0,2,整体,正面
2431,,,,特划算,0,3,价格,正面
2431,,,,漂亮,10,12,包装,正面
2431,,,,上档次,13,16,包装,正面
2432,颜色,14,16,偏黄,16,18,功效,负面
2433,,,,很不错,17,20,整体,正面
2434,包装,0,2,完整,2,4,包装,正面
2434,,,,实惠,14,16,价格,正面
2435,,,,还行,0,2,整体,正面
2436,活动价格,0,4,很实惠,6,9,价格,正面
2436,,,,非常不错,19,23,整体,正面
2437,,,,一般般,0,3,整体,中性
2438,保湿效果,14,18,好,18,19,功效,正面
2438,,,,好评,20,22,整体,正面
2438,,,,温和,8,10,使用体验,正面
2438,,,,不刺激,10,13,使用体验,正面
2439,包装,5,7,精美,7,9,包装,正面
2439,,,,实惠,0,2,价格,正面
2439,,,,好用,2,4,整体,正面
2440,,,,不好,0,2,整体,负面
2440,,,,好少,8,10,其他,负面
2441,卸妆,6,8,挺干净,8,11,功效,正面
2441,,,,还不错,0,3,整体,正面
2441,,,,不油,13,15,使用体验,正面
2442,,,,挺好的,4,7,整体,正面
2442,,,,容易推开,8,12,使用体验,正面
2442,,,,不错,15,17,整体,正面
2443,物流,18,20,效率超级高,27,32,物流,正面
2444,物流,12,14,快,19,20,物流,正面
2444,,,,很不错,39,42,整体,正面
2445,味道,8,10,喜欢,11,13,气味,正面
2445,,,,很清爽,0,3,使用体验,正面
2445,,,,不油腻,4,7,使用体验,正面
2445,,,,很干净,24,27,使用体验,正面
2445,,,,很划算,43,46,价格,正面
2446,,,,挺好用的,9,13,整体,正面
2446,,,,好评,14,16,整体,正面
2447,遮瑕效果,0,4,好,4,5,功效,正面
2447,,,,气色很好,19,23,使用体验,正面
2447,,,,自然,24,26,功效,正面
2448,香味,10,12,淡淡的,7,10,气味,正面
2448,,,,滑滑的,16,19,整体,正面
2449,价格,14,16,可以,17,19,价格,正面
2449,,,,还可以,3,6,整体,正面
2449,,,,比较好用,9,13,整体,正面
2450,,,,很好,0,2,整体,正面
2451,包装,6,8,漂亮,8,10,包装,正面
2452,,,,挺好的,8,11,整体,正面
2453,,,,挺好用的,0,4,整体,正面
2453,,,,不错,5,7,整体,正面
2454,,,,非常好,2,5,整体,正面
2455,物流,20,22,快,23,24,物流,正面
2455,,,,好,0,1,整体,正面
2455,,,,不错,12,14,整体,正面
2456,,,,特别好用,0,4,整体,正面
2457,防晒效果,23,27,不错,27,29,功效,正面
2457,,,,轻微酒精味,17,22,气味,中性
2458,,,,很不错,0,3,整体,正面
2458,物流,4,6,很快,6,8,物流,正面
2458,,,,很喜欢,9,12,整体,正面
2458,,,,赞,13,14,整体,正面
2459,活动,9,11,这么便宜,11,15,价格,正面
2459,,,,好,27,28,整体,正面
2459,,,,没有美白,31,35,功效,中性
2460,,,,很好用,0,3,整体,正面
2461,送货,14,16,快,16,17,物流,正面
2461,价格,9,11,便宜,11,13,价格,正面
2461,,,,是正品,5,8,真伪,正面
2461,,,,不错,2,4,整体,正面
2462,活动,12,14,,,,价格,正面
2462,,,,挺好,8,10,整体,正面
2463,,,,真快,0,2,物流,正面
2464,贴合度,22,25,不是特别好,25,30,使用体验,负面
2464,,,,稍微偏硬,17,21,使用体验,负面
2465,,,,喜欢,0,2,整体,正面
2465,,,,特别好用,5,9,整体,正面
2465,,,,涂抹均匀,10,14,使用体验,正面
2466,,,,挺好用的,4,8,整体,正面
2466,,,,细腻,9,11,使用体验,正面
2466,,,,易推开,12,15,使用体验,正面
2466,价格,18,20,实惠,21,23,价格,正面
2467,客服,2,4,耐心,5,7,服务,正面
2467,物流,8,10,超快,10,12,物流,正面
2468,,,,挺好的,0,3,整体,正面
2468,,,,不错,5,7,整体,正面
2469,,,,不厚重,14,17,使用体验,正面
2469,,,,自然,12,14,功效,正面
2469,,,,挺轻薄的,4,8,使用体验,正面
2470,,,,不错,0,2,整体,正面
2470,,,,很好用,2,5,整体,正面
2471,,,,很好,0,2,整体,正面
2471,,,,不油腻,3,6,使用体验,正面
2471,,,,很适合,7,10,整体,正面
2471,,,,平价,13,15,价格,正面
2472,,,,比较适合,20,24,整体,正面
2472,价格,32,34,实惠,34,36,价格,正面
2473,美白效果,10,14,很不错,20,23,功效,正面
2473,隔离效果,15,19,很不错,20,23,功效,正面
2474,,,,还可以,10,13,整体,正面
2474,,,,有点小贵,15,19,价格,负面
2475,,,,还行,0,2,整体,正面
2475,味道,9,11,不喜欢,11,14,气味,负面
2476,,,,一如既往的好,0,6,整体,正面
2476,,,,超划算,32,35,价格,正面
2477,,,,不错,6,8,整体,正面
2478,,,,很棒,0,2,整体,正面
2478,,,,很服帖,2,5,使用体验,正面
2478,,,,不会浮粉,5,9,使用体验,正面
2478,,,,很显白,10,13,功效,正面
2479,,,,特别不愉快,32,37,服务,负面
2480,,,,一点也不刺激,0,6,使用体验,正面
2480,,,,很好用,7,10,整体,正面
2481,吸收情况,8,12,有点厚重,13,17,使用体验,中性
2482,性价比,0,3,不错,3,5,其他,正面
2482,,,,挺优惠的,6,10,价格,正面
2483,,,,好评,29,31,整体,正面
2483,,,,不错,4,6,整体,正面
2484,,,,真的不错,12,16,整体,正面
2485,,,,非常好,0,3,整体,正面
2486,,,,很滋润,0,3,使用体验,正面
2487,香味,7,9,好清淡,3,6,气味,正面
2487,,,,不是那种特别厚重的百,11,21,功效,正面
2487,,,,很薄,22,24,使用体验,正面
2487,,,,很透,24,26,使用体验,正面
2487,,,,非常喜欢,27,31,整体,正面
2488,,,,不错,2,4,整体,正面
2488,,,,不伤皮肤,8,12,使用体验,正面
2488,,,,不觉得油腻,13,18,使用体验,正面
2488,卖家服务,19,23,好,23,24,服务,正面
2488,性价比,25,28,不错,2,4,价格,正面
2489,,,,非常好,0,3,整体,正面
2490,,,,很好推开,9,13,使用体验,正面
2490,滋润度,15,18,很好,19,21,使用体验,正面
2490,价格,22,24,不高,25,27,价格,正面
2491,,,,是正品,11,14,真伪,正面
2492,,,,好评,17,19,整体,正面
2492,,,,超级服帖,12,16,使用体验,正面
2492,,,,超级好用,7,11,整体,正面
2493,,,,还行,2,4,整体,正面
2493,,,,不是特别白,6,11,功效,正面
2493,,,,能接受,13,16,整体,正面
2494,,,,挺干净的,2,6,功效,正面
2495,物流,0,2,很快,2,4,物流,正面
2495,,,,超级实惠,10,14,价格,正面
2496,效果,12,14,不错,14,16,功效,正面
2497,,,,还行,2,4,整体,正面
2498,质量,0,2,还不错,2,5,其他,正面
2498,快递,6,8,很快,9,11,物流,正面
2498,,,,喜欢,24,26,整体,正面
2499,,,,还可以,0,3,整体,正面
2500,,,,好评,5,7,整体,正面
2501,,,,失望,22,24,整体,负面
2502,保湿效果,11,15,不错,15,17,功效,正面
2502,,,,非常满意,6,10,整体,正面
2502,,,,很服帖,18,21,使用体验,正面
2503,效果,0,2,很好,2,4,功效,正面
2503,,,,棒棒哒,10,13,整体,正面
2504,,,,还不错,0,3,整体,正面
2504,,,,易涂开,4,7,使用体验,正面
2505,,,,不错,15,17,使用体验,正面
2505,,,,容易推开,18,22,使用体验,正面
2505,,,,很润,23,25,使用体验,正面
2505,,,,显白,27,29,功效,正面
2506,,,,便宜,15,17,价格,正面
2507,,,,挺好,10,12,整体,正面
2508,,,,很不错,0,3,整体,正面
2509,,,,不错,4,6,整体,正面
2509,,,,特别滋润,15,19,使用体验,正面
2509,防晒效果,20,24,,,,功效,中性
2510,,,,很好用,0,3,整体,正面
2510,,,,很喜欢,4,7,整体,正面
2510,,,,物有所值,17,21,整体,正面
2510,包装,22,24,好,28,29,包装,正面
2510,快递,25,27,好,28,29,物流,正面
2511,快递小个,0,4,很是给力,4,8,物流,正面
2512,,,,很不错,0,3,整体,正面
2512,,,,不紧绷,6,9,使用体验,正面
2513,,,,很大气,15,18,包装,正面
2514,,,,还不错,2,5,整体,正面
2514,活动,6,8,,,,价格,正面
2514,价格,12,14,很实惠,14,17,价格,正面
2515,,,,是正品,0,3,真伪,正面
2515,,,,比较优惠,16,20,价格,正面
2515,,,,大气上档次,34,39,使用体验,正面
2515,,,,很喜欢,40,43,整体,正面
2516,清洁能力,0,4,挺干净的,17,21,功效,正面
2516,味道,22,24,好闻,25,27,气味,正面
2516,,,,很温和,28,31,使用体验,正面
2516,泡沫,5,7,很多,7,9,使用体验,正面
2517,活动,5,7,,,,价格,正面
2517,,,,看起来不错,14,19,整体,正面
2518,,,,很好,2,4,整体,正面
2518,,,,很细,5,7,使用体验,正面
2518,,,,润,9,10,使用体验,正面
2519,,,,非常好,0,3,整体,正面
2520,快递的速度,15,20,最喜欢,7,10,物流,正面
2520,,,,不错,24,26,整体,正面
2521,,,,正品,12,14,真伪,正面
2522,,,,好香,0,2,气味,正面
2523,,,,非常好用,2,6,整体,正面
2523,,,,白了一点点,18,23,功效,中性
2523,,,,很满意,54,57,整体,正面
2524,,,,很好用,0,3,整体,正面
2525,物流,6,8,很快,9,11,物流,正面
2526,,,,不错,17,19,整体,正面
2526,,,,非常好,6,9,整体,正面
2526,,,,物美价廉,2,6,价格,正面
2527,送货速度,0,4,快,4,5,物流,正面
2527,包装,5,7,很好,7,9,包装,正面
2528,,,,真心不错,9,13,整体,正面
2529,活动价格,4,8,超值,8,10,价格,正面
2529,,,,很喜欢,0,3,整体,正面
2530,活动价格,0,4,相当的便宜,5,10,价格,正面
2531,,,,很水润,7,10,使用体验,正面
2532,,,,比较油腻,10,14,使用体验,负面
2533,活动,14,16,,,,价格,正面
2533,价格,20,22,还可以,22,25,价格,正面
2534,,,,不好,0,2,整体,负面
2534,,,,卡粉,2,4,使用体验,负面
2535,保湿效果,29,33,很好,35,37,功效,正面
2536,精华水,0,3,少,3,4,成分,负面
2536,,,,有点硬,7,10,使用体验,负面
2536,,,,还不错,13,16,整体,正面
2537,物流,4,6,很快,6,8,物流,正面
2537,,,,好用,0,2,整体,正面
2538,,,,还行,0,2,整体,正面
2539,,,,好评,15,17,整体,正面
2540,,,,很好,4,6,整体,正面
2540,,,,喜欢,7,9,整体,正面
2540,,,,挺好的,16,19,整体,正面
2541,补水效果,8,12,非常好,12,15,功效,正面
2542,,,,挺好用的,14,18,整体,正面
2542,,,,挺自然的,30,34,功效,正面
2542,问道,35,37,可以,38,40,气味,正面
2542,,,,真喜欢,41,44,整体,正面
2543,物流,0,2,超级差,2,5,物流,负面
2544,,,,很好,2,4,整体,正面
2544,,,,很好用,12,15,整体,正面
2545,物流,0,2,很快,2,4,物流,正面
2545,味道,8,10,,,,气味,正面
2545,,,,好,19,20,整体,正面
2545,保质期,32,35,比较近,36,39,新鲜度,负面
2546,,,,强力推荐,0,4,整体,正面
2546,,,,超级好用,8,12,整体,正面
2546,,,,补水,12,14,功效,正面
2546,,,,水润,14,16,使用体验,正面
2546,,,,喜欢,17,19,整体,正面
2547,上妆效果,5,9,一般,9,11,功效,中性
2547,持久度,18,21,不错,21,23,功效,正面
2548,,,,不好,0,2,整体,负面
2548,,,,好刺鼻,14,17,气味,负面
2549,,,,挺好用,2,5,整体,正面
2549,保湿效果,40,44,还行,44,46,功效,正面
2550,,,,不油,36,38,使用体验,正面
2550,,,,特别喜欢,39,43,整体,正面
2551,,,,保湿,9,11,功效,正面
2551,,,,补水,11,13,功效,正面
2551,,,,不错哦,0,3,整体,正面
2551,,,,挺好用的,4,8,整体,正面
2552,发货速度,16,20,快,20,21,物流,正面
2552,,,,很满意,22,25,整体,正面
2552,,,,好用,13,15,整体,正面
2553,,,,挺水润的,5,9,使用体验,正面
2554,,,,非常好用,0,4,整体,正面
2554,,,,不干,5,7,使用体验,正面
2554,,,,湿润,8,10,使用体验,正面
2554,,,,美白,11,13,功效,正面
2555,,,,很好用,0,3,整体,正面
2556,,,,很干,2,4,使用体验,负面
2556,,,,不好用,5,8,使用体验,负面
2557,,,,好评,5,7,整体,正面
2558,颜色,5,7,稍微白一点,7,12,包装,中性
2558,颜色,5,7,比较自然,15,19,包装,正面
2559,清洗,6,8,很干净,9,12,功效,正面
2559,活动,16,18,,,,价格,正面
2560,,,,不错,2,4,整体,正面
2561,,,,非常好,3,6,整体,正面
2561,,,,很好,1,3,整体,正面
2561,,,,好,0,1,整体,正面
2562,清香味,22,25,淡淡的,19,22,气味,正面
2562,,,,还可以,26,29,整体,正面
2562,,,,满意,30,32,整体,正面
2563,酒精味,26,29,那么重,34,37,气味,中性
2563,,,,还不错,0,3,整体,正面
2564,,,,可以,2,4,整体,正面
2565,物流速度,4,8,快,8,9,物流,正面
2565,价格,12,14,优惠,14,16,价格,正面
2566,价格,13,15,很便宜,15,18,价格,正面
2567,酒精味,8,11,,,,气味,负面
2568,补水效果,11,15,还不错,15,18,功效,正面
2569,味道,0,2,很清新,2,5,气味,正面
2569,味道,0,2,自然,5,7,气味,正面
2570,,,,很好,0,2,整体,正面
2571,,,,很好,2,4,整体,正面
2572,,,,好用,18,20,整体,正面
2573,,,,很不错,8,11,整体,正面
2573,客服,12,14,非常好,17,20,服务,正面
2574,快递,0,2,很快,2,4,物流,正面
2575,味道,0,2,挺好闻的,2,6,气味,正面
2576,,,,不怎么亮肤,0,5,功效,负面
2577,,,,很喜欢,0,3,整体,正面
2577,,,,挺好用的,5,9,整体,正面
2578,补水效果,2,6,很好,6,8,功效,正面
2579,活动,19,21,便宜实惠,23,27,价格,正面
2580,送货,17,19,很快,19,21,物流,正面
2580,服务,22,24,很好,25,27,服务,正面
2581,,,,没有那么润,15,20,使用体验,负面
2581,,,,还是紧绷,21,25,使用体验,负面
2582,保湿效果,0,4,不错,4,6,功效,正面
2583,清洁能力,0,4,还行,7,9,功效,正面
2583,泡沫,10,12,不会太多,12,16,使用体验,正面
2583,,,,容易清洁,17,21,使用体验,正面
2583,,,,不会很干,25,29,使用体验,正面
2584,效果,0,2,很好,2,4,功效,正面
2584,价格,5,7,很便宜,7,10,价格,正面
2585,包装,18,20,太简单了,20,24,包装,负面
2586,控油效果,0,4,,,,功效,中性
2587,物流,5,7,很快,7,9,物流,正面
2587,价格,10,12,实惠,12,14,价格,正面
2587,,,,很好,2,4,整体,正面
2588,,,,挺好的,0,3,整体,正面
2589,,,,服帖,12,14,使用体验,正面
2589,,,,不油腻,14,17,使用体验,正面
2589,,,,非常自然,21,25,功效,正面
2589,,,,轻薄,10,12,使用体验,正面
2590,快递小哥,12,16,神速,16,18,物流,正面
2591,礼品,11,13,,,,价格,正面
2591,,,,很满意,19,22,整体,正面
2591,,,,很棒,14,16,整体,正面
2592,物流,22,24,很快,25,27,物流,正面
2592,,,,不错,19,21,整体,正面
2593,,,,好用,0,2,整体,正面
2593,,,,实惠,3,5,价格,正面
2594,味道,0,2,挺好闻的,2,6,气味,正面
2594,上妆效果,7,11,很好,11,13,功效,正面
2595,,,,挺好用,0,3,整体,正面
2596,,,,很不错,11,14,整体,正面
2597,,,,非常好用,0,4,整体,正面
2598,,,,很好用,3,6,整体,正面
2598,,,,不干,10,12,使用体验,正面
2599,,,,还行,5,7,整体,正面
2600,,,,非常喜欢,13,17,整体,正面
2600,包装,6,8,非常好,9,12,包装,正面
2601,,,,还可以,8,11,整体,正面
2602,,,,好评,6,8,整体,正面
2603,,,,是正品,8,11,真伪,正面
2603,,,,吸收不是很好,20,26,使用体验,负面
2603,,,,还行,46,48,整体,正面
2604,形状,3,5,不规整,6,9,尺寸,负面
2605,,,,长痘,18,20,使用体验,负面
2605,补水,22,24,没有太大感觉,24,30,功效,负面
2606,,,,挺好的,0,3,整体,正面
2606,,,,不错,4,6,整体,正面
2607,,,,值得信赖,0,4,整体,正面
2608,,,,还好,0,2,整体,正面
2608,,,,有点脱皮,25,29,使用体验,正面
2608,,,,还可以,35,38,整体,正面
2609,,,,挺好用的,5,9,整体,正面
2610,物流,29,31,很快,31,33,物流,正面
2610,,,,好用,26,28,整体,正面
2610,,,,很服帖,22,25,使用体验,正面
2611,到货,0,2,很快,2,4,物流,正面
2611,,,,很显白,8,11,功效,正面
2611,,,,很好,12,14,整体,正面
2612,,,,好用,6,8,整体,正面
2612,,,,不贵,9,11,价格,正面
2613,,,,好划算,7,10,价格,正面
2614,,,,太好用了,2,6,整体,正面
2614,,,,超喜欢,8,11,整体,正面
2614,,,,实惠,13,15,价格,正面
2615,,,,很服帖,4,7,使用体验,正面
2615,,,,非常喜欢,8,12,整体,正面
2616,价位,9,11,合适,11,13,价格,正面
2617,,,,挺好的,0,3,整体,正面
2618,,,,物美价廉,0,4,价格,正面
2619,性价比,30,33,高,33,34,价格,正面
2619,,,,差不多,22,25,整体,正面
2619,,,,蛮好用,26,29,整体,正面
2620,,,,挺好的,5,8,整体,正面
2621,,,,还不错,2,5,整体,正面
2621,泡沫,6,8,很丰富,8,11,使用体验,正面
2621,,,,不紧绷,14,17,使用体验,正面
2621,,,,很适合,18,21,整体,正面
2622,,,,特别滋润,13,17,使用体验,正面
2623,精华,0,2,太少,2,4,成分,负面
2624,定妆效果,0,4,很好,4,6,功效,正面
2624,,,,不卡粉,7,10,使用体验,正面
2625,,,,不好用,0,3,整体,负面
2625,,,,特别油油,4,8,使用体验,负面
2626,,,,很好用,0,3,整体,正面
2626,,,,很喜欢,11,14,整体,正面
2627,包装,0,2,很好,3,5,包装,正面
2627,,,,很优惠,7,10,价格,正面
2628,,,,很划算,12,15,价格,正面
2629,价位,10,12,,,,价格,正面
2629,补水,13,15,真的可以,15,19,功效,正面
2630,活动,24,26,很划来,28,31,价格,正面
2630,,,,很好用,5,8,整体,正面
2630,,,,很干净,19,22,功效,正面
2631,,,,不错,2,4,整体,正面
2631,去污力,5,8,强,8,9,功效,正面
2632,泡沫,4,6,过于多了,6,10,使用体验,负面
2632,质地,13,15,很温和,15,18,使用体验,正面
2632,,,,很舒服,23,26,使用体验,正面
2633,,,,还行吧,0,3,整体,正面
2634,活动,7,9,炒鸡划算,11,15,价格,正面
2634,,,,会不会过敏,22,27,使用体验,中性
2635,活动,23,25,,,,价格,正面
2636,快递小哥服务,0,6,好,6,7,物流,正面
2636,速度,8,10,快,11,12,物流,正面
2636,,,,欺骗顾客,44,48,整体,负面
2636,,,,差评,39,41,整体,负面
2637,物流,9,11,很快,11,13,物流,正面
2637,,,,挺不错的,0,4,整体,正面
2637,,,,很划算,5,8,价格,正面
2638,精华液,10,13,多,13,14,成分,正面
2638,,,,是真品,28,31,真伪,正面
2638,,,,滋润,19,21,使用体验,正面
2638,,,,挺好的,22,25,整体,正面
2639,物流,3,5,比较快,5,8,物流,正面
2639,味道,21,23,淡淡的,18,21,气味,正面
2640,保质期,4,7,到期,21,23,新鲜度,负面
2641,味道,7,9,很好闻,9,12,气味,正面
2641,,,,不错,21,23,整体,正面
2642,,,,好评,9,11,整体,正面
2643,,,,好用,0,2,整体,正面
2643,颜值,4,6,高,7,8,包装,正面
2643,,,,不错,8,10,整体,正面
2644,补水效果,15,19,很好,19,21,功效,正面
2645,,,,挺好的,0,3,整体,正面
2645,,,,挺保湿的,20,24,功效,正面
2645,,,,很好闻,29,32,气味,正面
2645,持久度,33,36,还行,37,39,使用体验,正面
2646,,,,滋润,0,2,使用体验,正面
2646,,,,很好用,5,8,整体,正面
2646,,,,不干,2,4,使用体验,正面
2647,,,,不错,0,2,整体,正面
2647,,,,特别湿润,22,26,使用体验,正面
2648,性价比,8,11,很高,11,13,价格,正面
2648,,,,好推开,4,7,使用体验,正面
2648,,,,很好用,0,3,整体,正面
2649,包装,0,2,很好,2,4,包装,正面
2649,物流,5,7,也快,7,9,物流,正面
2649,,,,很满意,10,13,整体,正面
2650,,,,很好用,0,3,整体,正面
2650,味道,4,6,好闻,7,9,气味,正面
2650,赠品,12,14,,,,价格,正面
2650,速度,23,25,,,,物流,正面
2651,味道,9,11,不浓重,12,15,气味,正面
2651,,,,还不错,0,3,整体,正面
2651,,,,比较好用,4,8,整体,正面
2651,,,,不卡粉,16,19,使用体验,正面
2652,,,,很好,2,4,整体,正面
2653,补水效果,0,4,好,4,5,功效,正面
2654,快递,5,7,给力,7,9,物流,正面
2655,物流,14,16,快,18,19,物流,正面
2655,,,,挺好用的,0,4,整体,正面
2655,,,,很滋润,5,8,使用体验,正面
2655,,,,喜欢,9,11,整体,正面
2655,,,,赞,20,21,整体,正面
2656,活动,5,7,,,,价格,正面
2656,物流,29,31,好用,38,40,物流,正面
2657,,,,非常补水,8,12,功效,正面
2658,,,,好用,19,21,整体,正面
2659,,,,不错,8,10,整体,中性
2659,,,,很实用,27,30,整体,正面
2660,优惠活动,17,21,,,,价格,正面
2660,服务,32,34,杠杠的,34,37,服务,正面
2660,,,,很好,0,2,整体,正面
2661,味道,0,2,清凉,2,4,气味,正面
2661,,,,不油腻,4,7,使用体验,正面
